node_id,subdistrict_id,total_population,vulnerable_population,non_vulnerable_population
N-99.8825024-20.3312522,TH570909,6.152,0.0,6.152
N-99.8830871-20.3308548,TH570909,5.219,0.0,5.219
N-99.8845395-20.3311020,TH570909,5.502,0.0,5.502
N-99.8853244-20.3304470,TH570909,5.133,0.0,5.133
N-99.8859495-20.3306624,TH570909,4.421,0.0,4.421
N-99.8867459-20.3309199,TH570909,4.441,0.0,4.441
N-99.8872073-20.3312217,TH570909,4.205,0.0,4.205
N-99.8885992-20.3307680,TH570909,7.559,0.0,7.559
N-99.8904374-20.3312234,TH570909,5.523,0.0,5.523
N-99.8914665-20.3301506,TH570909,4.193,0.0,4.193
N-99.8932685-20.3305001,TH570909,6.141,0.0,6.141
N-99.8936555-20.3305200,TH570909,3.218,0.0,3.218
N-99.9005672-20.3323123,TH570909,1.414,0.0,1.414
N-99.9088961-20.3278979,TH570909,3.693,0.0,3.693
N-99.8485694-20.3312603,TH570909,1.324,0.848,0.476
N-99.8490715-20.3308266,TH570909,1.866,0.918,0.948
N-99.8495127-20.3305083,TH570909,2.395,1.43,0.965
N-99.8501605-20.3301728,TH570909,0.507,0.0,0.507
N-99.8506484-20.3298134,TH570909,1.027,0.516,0.511
N-99.8512410-20.3294924,TH570909,0.518,0.0,0.518
N-99.8640641-20.3295686,TH570909,4.566,0.0,4.566
N-99.8652802-20.3300700,TH570909,4.765,0.0,4.765
N-99.8660151-20.3297883,TH570909,4.661,0.0,4.661
N-99.8670249-20.3299720,TH570909,5.025,0.0,5.025
N-99.8686303-20.3299641,TH570909,9.617,0.0,9.617
N-99.8697148-20.3301661,TH570909,4.55,0.0,4.55
N-99.8704798-20.3300745,TH570909,4.319,0.0,4.319
N-99.8715737-20.3299196,TH570909,4.803,0.0,4.803
N-99.8724884-20.3303372,TH570909,4.461,0.0,4.461
N-99.8730346-20.3299795,TH570909,4.137,0.0,4.137
N-99.8739680-20.3293306,TH570909,7.952,0.0,7.952
N-99.8748073-20.3293080,TH570909,21.061,0.0,21.061
N-99.8801489-20.3292263,TH570909,32.148,0.0,32.148
N-99.8814494-20.3294596,TH570909,6.852,0.0,6.852
N-99.8816956-20.3295188,TH570909,7.004,0.0,7.004
N-99.8824131-20.3297649,TH570909,6.975,0.0,6.975
N-99.8832856-20.3295771,TH570909,6.015,0.0,6.015
N-99.8843330-20.3301427,TH570909,5.199,0.0,5.199
N-99.8844700-20.3301088,TH570909,4.853,0.0,4.853
N-99.8860393-20.3302092,TH570909,4.366,0.0,4.366
N-99.8870764-20.3304548,TH570909,4.249,0.0,4.249
N-99.8874086-20.3300259,TH570909,4.003,0.0,4.003
N-99.8883359-20.3295878,TH570909,6.345,0.0,6.345
N-99.8892030-20.3298334,TH570909,7.861,0.0,7.861
N-99.8907503-20.3300424,TH570909,5.191,0.0,5.191
N-99.9038517-20.3265112,TH570909,7.984,0.0,7.984
N-99.9078369-20.3273504,TH570909,2.212,0.0,2.212
N-99.8497673-20.3303531,TH570909,1.986,1.494,0.492
N-99.8505749-20.3298664,TH570909,1.014,0.501,0.512
N-99.8511378-20.3295720,TH570909,0.507,0.0,0.507
N-99.8516288-20.3291302,TH570909,0.515,0.0,0.515
N-99.8522346-20.3290760,TH570909,0.54,0.0,0.54
N-99.8528327-20.3287614,TH570909,0.564,0.0,0.564
N-99.8533410-20.3285228,TH570909,3.76,0.703,3.057
N-99.8634261-20.3290139,TH570909,25.443,25.443,0.0
N-99.8642395-20.3291319,TH570909,4.086,0.0,4.086
N-99.8651993-20.3292506,TH570909,5.224,0.0,5.224
N-99.8659308-20.3290325,TH570909,4.497,0.0,4.497
N-99.8668087-20.3291770,TH570909,4.899,0.0,4.899
N-99.8677317-20.3292400,TH570909,5.272,0.0,5.272
N-99.8684361-20.3291281,TH570909,5.234,0.0,5.234
N-99.8688473-20.3291216,TH570909,5.289,0.0,5.289
N-99.8695845-20.3291172,TH570909,5.183,0.0,5.183
N-99.8710604-20.3288223,TH570909,4.47,0.0,4.47
N-99.8721412-20.3294853,TH570909,4.48,0.0,4.48
N-99.8725409-20.3287370,TH570909,8.961,0.0,8.961
N-99.8742065-20.3292149,TH570909,6.336,0.0,6.336
N-99.8808351-20.3290863,TH570909,7.267,0.0,7.267
N-99.8813674-20.3292258,TH570909,7.023,0.0,7.023
N-99.8825346-20.3290791,TH570909,6.743,0.0,6.743
N-99.8829638-20.3290238,TH570909,6.129,0.0,6.129
N-99.8840301-20.3287922,TH570909,8.767,0.0,8.767
N-99.8842419-20.3297365,TH570909,4.419,0.0,4.419
N-99.8863220-20.3292577,TH570909,7.943,0.0,7.943
N-99.8877731-20.3294119,TH570909,3.893,0.0,3.893
N-99.8918045-20.3285459,TH570909,2.725,0.0,2.725
N-99.8925179-20.3285006,TH570909,2.659,0.0,2.659
N-99.8925957-20.3284956,TH570909,1.269,0.0,1.269
N-99.8981923-20.3262828,TH570909,3.067,0.0,3.067
N-99.8992022-20.3263272,TH570909,4.604,0.0,4.604
N-99.8998934-20.3263316,TH570909,2.939,0.0,2.939
N-99.9014103-20.3263765,TH570909,3.599,0.0,3.599
N-99.9019398-20.3264304,TH570909,4.777,0.0,4.777
N-99.9077472-20.3272831,TH570909,1.644,0.0,1.644
N-99.9085819-20.3276915,TH570909,1.582,0.0,1.582
N-99.8493275-20.3306396,TH570909,0.469,0.469,0.0
N-99.8507644-20.3297537,TH570909,0.519,0.0,0.519
N-99.8517317-20.3290106,TH570909,0.512,0.0,0.512
N-99.8520661-20.3286799,TH570909,0.514,0.0,0.514
N-99.8524154-20.3282515,TH570909,0.541,0.0,0.541
N-99.8534816-20.3277593,TH570909,3.875,1.456,2.42
N-99.8551749-20.3249781,TH570909,13.907,8.501,5.405
N-99.8634563-20.3289643,TH570909,7.613,7.613,0.0
N-99.8635119-20.3289410,TH570909,2.237,2.237,0.0
N-99.8641471-20.3283847,TH570909,8.309,0.0,8.309
N-99.8661984-20.3277723,TH570909,4.083,0.0,4.083
N-99.8667369-20.3287955,TH570909,4.879,0.0,4.879
N-99.8675479-20.3285565,TH570909,5.392,0.0,5.392
N-99.8682507-20.3283220,TH570909,5.582,0.0,5.582
N-99.8693110-20.3280388,TH570909,5.727,0.0,5.727
N-99.8704703-20.3285861,TH570909,5.832,0.0,5.832
N-99.8710067-20.3284299,TH570909,10.996,0.0,10.996
N-99.8731097-20.3276002,TH570909,13.329,0.0,13.329
N-99.8761404-20.3261766,TH570909,27.916,0.0,27.916
N-99.8801865-20.3291772,TH570909,5.379,0.0,5.379
N-99.8807870-20.3281908,TH570909,12.841,0.0,12.841
N-99.8812406-20.3285245,TH570909,6.19,0.0,6.19
N-99.8826365-20.3284755,TH570909,6.206,0.0,6.206
N-99.8831576-20.3282213,TH570909,5.773,0.0,5.773
N-99.8838924-20.3281783,TH570909,4.572,0.0,4.572
N-99.8865214-20.3285118,TH570909,6.33,0.0,6.33
N-99.8875250-20.3280643,TH570909,5.037,0.0,5.037
N-99.8881781-20.3280643,TH570909,12.036,0.0,12.036
N-99.8918420-20.3284830,TH570909,2.766,0.0,2.766
N-99.8926520-20.3284352,TH570909,2.911,0.0,2.911
N-99.8980421-20.3262627,TH570909,5.999,0.0,5.999
N-99.9071862-20.3267221,TH570909,3.798,0.0,3.798
N-99.8489414-20.3309327,TH570909,1.795,1.795,0.0
N-99.8517692-20.3289653,TH570909,0.523,0.523,0.0
N-99.8523178-20.3283682,TH570909,0.522,0.0,0.522
N-99.8525908-20.3279717,TH570909,0.533,0.0,0.533
N-99.8527705-20.3276907,TH570909,0.559,0.0,0.559
N-99.8536447-20.3268235,TH570909,2.416,0.0,2.416
N-99.8642207-20.3272380,TH570909,38.241,31.905,6.337
N-99.8661573-20.3274593,TH570909,12.418,4.095,8.323
N-99.8667030-20.3277197,TH570909,4.942,0.0,4.942
N-99.8676471-20.3271513,TH570909,5.256,0.0,5.256
N-99.8683526-20.3272292,TH570909,5.211,0.0,5.211
N-99.8690434-20.3270731,TH570909,6.168,0.0,6.168
N-99.8707114-20.3275919,TH570909,7.017,0.0,7.017
N-99.8709600-20.3275030,TH570909,6.806,0.0,6.806
N-99.8717954-20.3273989,TH570909,6.27,0.0,6.27
N-99.8722728-20.3274342,TH570909,5.791,0.0,5.791
N-99.8782207-20.3255169,TH570909,23.408,0.0,23.408
N-99.8806301-20.3271359,TH570909,20.503,0.0,20.503
N-99.8818317-20.3278391,TH570909,6.273,0.0,6.273
N-99.8826152-20.3277581,TH570909,5.407,0.0,5.407
N-99.8836689-20.3271818,TH570909,10.222,0.0,10.222
N-99.8840960-20.3268657,TH570909,14.25,4.951,9.298
N-99.8868075-20.3275034,TH570909,5.923,0.0,5.923
N-99.8926789-20.3273864,TH570909,5.424,0.0,5.424
N-99.9005576-20.3263137,TH570909,4.448,0.0,4.448
N-99.9080927-20.3274132,TH570909,1.041,0.0,1.041
N-99.9135904-20.3244467,TH570909,9.264,0.0,9.264
N-99.8522052-20.3259951,TH570909,24.821,22.53,2.291
N-99.8530504-20.3271654,TH570909,0.573,0.0,0.573
N-99.8534351-20.3269160,TH570909,0.568,0.0,0.568
N-99.8677357-20.3270884,TH570909,4.795,0.0,4.795
N-99.8682010-20.3270268,TH570909,4.677,0.0,4.677
N-99.8689407-20.3267027,TH570909,6.197,0.0,6.197
N-99.8692875-20.3270255,TH570909,7.401,0.0,7.401
N-99.8710991-20.3268633,TH570909,8.086,0.0,8.086
N-99.8718983-20.3271170,TH570909,6.855,0.0,6.855
N-99.8725840-20.3267544,TH570909,6.773,0.0,6.773
N-99.8734400-20.3263045,TH570909,6.195,0.0,6.195
N-99.8738142-20.3261079,TH570909,5.944,0.0,5.944
N-99.8746815-20.3257362,TH570909,5.275,0.0,5.275
N-99.8804390-20.3264317,TH570909,13.945,0.0,13.945
N-99.8807371-20.3264553,TH570909,7.311,0.0,7.311
N-99.8816331-20.3269423,TH570909,7.045,0.0,7.045
N-99.8825453-20.3268205,TH570909,6.023,0.0,6.023
N-99.8835847-20.3268066,TH570909,5.416,0.0,5.416
N-99.8866761-20.3266306,TH570909,9.063,0.0,9.063
N-99.8902783-20.3256585,TH570909,10.648,0.0,10.648
N-99.8927754-20.3267954,TH570909,4.732,0.0,4.732
N-99.8947389-20.3250705,TH570909,1.863,0.0,1.863
N-99.8958388-20.3249774,TH570909,3.165,0.0,3.165
N-99.9023303-20.3263092,TH570909,2.067,0.0,2.067
N-99.9048480-20.3258918,TH570909,2.507,0.0,2.507
N-99.9065893-20.3260938,TH570909,2.197,0.0,2.197
N-99.9080075-20.3273773,TH570909,0.526,0.0,0.526
N-99.9221936-20.3198511,TH570909,0.459,0.459,0.0
N-99.8537984-20.3259416,TH570909,1.199,0.0,1.199
N-99.8550273-20.3249718,TH570909,1.943,0.659,1.284
N-99.8572585-20.3225888,TH570909,20.745,17.688,3.057
N-99.8665562-20.3252420,TH570909,6.614,3.888,2.726
N-99.8670524-20.3254885,TH570909,3.78,0.0,3.78
N-99.8675331-20.3256375,TH570909,4.14,0.0,4.14
N-99.8688824-20.3260606,TH570909,4.498,0.0,4.498
N-99.8691857-20.3260563,TH570909,5.716,0.0,5.716
N-99.8696960-20.3259265,TH570909,6.794,0.0,6.794
N-99.8709478-20.3256081,TH570909,7.394,0.0,7.394
N-99.8714293-20.3257255,TH570909,6.975,0.0,6.975
N-99.8721514-20.3257787,TH570909,6.868,0.0,6.868
N-99.8733505-20.3259351,TH570909,6.265,0.0,6.265
N-99.8744380-20.3258215,TH570909,6.384,0.0,6.384
N-99.8750001-20.3256384,TH570909,6.143,0.0,6.143
N-99.8760894-20.3257012,TH570909,5.552,0.0,5.552
N-99.8768861-20.3253586,TH570909,13.346,0.0,13.346
N-99.8788237-20.3250527,TH570909,21.832,0.0,21.832
N-99.8804500-20.3258133,TH570909,14.663,0.0,14.663
N-99.8807139-20.3258091,TH570909,6.771,0.0,6.771
N-99.8816884-20.3256854,TH570909,6.646,0.0,6.646
N-99.8825698-20.3255780,TH570909,6.04,0.0,6.04
N-99.8833896-20.3259365,TH570909,6.297,0.0,6.297
N-99.8839031-20.3260624,TH570909,10.552,0.0,10.552
N-99.8865902-20.3262294,TH570909,8.383,0.0,8.383
N-99.8881834-20.3243914,TH570909,7.739,0.0,7.739
N-99.8910990-20.3254422,TH570909,1.749,0.0,1.749
N-99.8911688-20.3254598,TH570909,1.596,0.0,1.596
N-99.8923758-20.3254447,TH570909,1.534,0.0,1.534
N-99.8928478-20.3255478,TH570909,1.118,0.0,1.118
N-99.8939981-20.3250419,TH570909,3.652,0.0,3.652
N-99.8966102-20.3248771,TH570909,2.237,0.0,2.237
N-99.8979239-20.3258440,TH570909,0.882,0.0,0.882
N-99.8980100-20.3260565,TH570909,0.799,0.0,0.799
N-99.9001537-20.3263137,TH570909,2.307,0.0,2.307
N-99.9032054-20.3260848,TH570909,3.335,0.0,3.335
N-99.9061988-20.3256585,TH570909,1.649,0.0,1.649
N-99.9123269-20.3259078,TH570909,3.812,0.0,3.812
N-99.8532060-20.3252635,TH570909,1.84,0.0,1.84
N-99.8542455-20.3249190,TH570909,0.632,0.0,0.632
N-99.8661726-20.3245798,TH570909,2.052,0.0,2.052
N-99.8662204-20.3247491,TH570909,7.188,3.869,3.319
N-99.8665956-20.3247806,TH570909,3.965,0.0,3.965
N-99.8671444-20.3251350,TH570909,3.954,0.0,3.954
N-99.8686867-20.3247747,TH570909,4.303,0.0,4.303
N-99.8694725-20.3251331,TH570909,13.51,0.0,13.51
N-99.8708999-20.3247722,TH570909,13.726,0.0,13.726
N-99.8714010-20.3251529,TH570909,7.114,0.0,7.114
N-99.8719951-20.3250072,TH570909,6.345,0.0,6.345
N-99.8732217-20.3254874,TH570909,5.73,0.0,5.73
N-99.8747778-20.3249178,TH570909,5.928,0.0,5.928
N-99.8751496-20.3248408,TH570909,5.317,0.0,5.317
N-99.8756871-20.3246423,TH570909,11.011,0.0,11.011
N-99.8768416-20.3248399,TH570909,17.109,0.0,17.109
N-99.8780565-20.3251994,TH570909,6.359,0.0,6.359
N-99.8783103-20.3251509,TH570909,13.19,0.0,13.19
N-99.8810440-20.3251664,TH570909,7.485,0.0,7.485
N-99.8815052-20.3247441,TH570909,7.198,0.0,7.198
N-99.8822234-20.3248757,TH570909,7.566,0.0,7.566
N-99.8832875-20.3254816,TH570909,13.52,0.0,13.52
N-99.8855364-20.3240945,TH570909,5.403,0.0,5.403
N-99.8862979-20.3249266,TH570909,5.737,0.0,5.737
N-99.8875162-20.3244391,TH570909,5.301,0.0,5.301
N-99.8892214-20.3244687,TH570909,6.411,0.0,6.411
N-99.8902889-20.3251895,TH570909,1.802,0.0,1.802
N-99.8910798-20.3252322,TH570909,1.669,0.0,1.669
N-99.8911588-20.3246406,TH570909,3.374,0.0,3.374
N-99.8925469-20.3247482,TH570909,4.718,0.0,4.718
N-99.8934100-20.3249201,TH570909,1.343,0.0,1.343
N-99.8951926-20.3250321,TH570909,2.704,0.0,2.704
N-99.8973587-20.3248700,TH570909,1.295,0.0,1.295
N-99.8976566-20.3253713,TH570909,0.797,0.0,0.797
N-99.9029676-20.3261476,TH570909,0.698,0.0,0.698
N-99.9056334-20.3253982,TH570909,1.928,0.0,1.928
N-99.9057860-20.3253174,TH570909,6.189,0.0,6.189
N-99.9060283-20.3254475,TH570909,1.071,0.0,1.071
N-99.8535695-20.3247743,TH570909,1.212,1.212,0.0
N-99.8538388-20.3243480,TH570909,1.244,0.618,0.626
N-99.8540587-20.3241101,TH570909,0.625,0.0,0.625
N-99.8661496-20.3244006,TH570909,4.409,4.409,0.0
N-99.8661656-20.3241981,TH570909,8.947,2.885,6.062
N-99.8662576-20.3240139,TH570909,3.765,0.0,3.765
N-99.8672455-20.3241730,TH570909,3.928,0.0,3.928
N-99.8684175-20.3242698,TH570909,4.317,0.0,4.317
N-99.8691286-20.3243413,TH570909,11.564,0.0,11.564
N-99.8719841-20.3240370,TH570909,5.817,0.0,5.817
N-99.8725487-20.3243570,TH570909,5.147,0.0,5.147
N-99.8731713-20.3241980,TH570909,5.518,0.0,5.518
N-99.8739052-20.3240124,TH570909,5.273,0.0,5.273
N-99.8749720-20.3237427,TH570909,5.114,0.0,5.114
N-99.8811407-20.3239090,TH570909,29.8,0.0,29.8
N-99.8814263-20.3244528,TH570909,8.25,0.0,8.25
N-99.8821759-20.3242816,TH570909,7.822,0.0,7.822
N-99.8831618-20.3241851,TH570909,8.059,0.0,8.059
N-99.8840796-20.3239601,TH570909,6.852,0.0,6.852
N-99.8850133-20.3238137,TH570909,5.909,0.0,5.909
N-99.8859434-20.3241511,TH570909,3.996,0.0,3.996
N-99.8868875-20.3241550,TH570909,3.664,0.0,3.664
N-99.8899076-20.3245285,TH570909,1.61,0.0,1.61
N-99.8908009-20.3238498,TH570909,6.345,0.0,6.345
N-99.8931559-20.3248169,TH570909,2.463,0.0,2.463
N-99.8965332-20.3240048,TH570909,1.351,0.0,1.351
N-99.8966329-20.3242478,TH570909,1.38,0.0,1.38
N-99.8972332-20.3240412,TH570909,14.373,0.0,14.373
N-99.9031381-20.3260893,TH570909,4.84,0.0,4.84
N-99.9051173-20.3257213,TH570909,0.659,0.0,0.659
N-99.9058847-20.3253174,TH570909,2.162,0.0,2.162
N-99.9110368-20.3224900,TH570909,1.996,0.0,1.996
N-99.9114676-20.3229074,TH570909,0.986,0.0,0.986
N-99.9115708-20.3229657,TH570909,0.477,0.0,0.477
N-99.9127556-20.3239665,TH570909,1.39,0.0,1.39
N-99.9135859-20.3243570,TH570909,4.375,0.0,4.375
N-99.8541911-20.3230942,TH570909,6.242,4.313,1.929
N-99.8561659-20.3225321,TH570909,1.409,1.409,0.0
N-99.8563577-20.3225019,TH570909,0.763,0.0,0.763
N-99.8661886-20.3241351,TH570909,1.466,1.466,0.0
N-99.8663478-20.3236870,TH570909,3.987,3.987,0.0
N-99.8664133-20.3235012,TH570909,2.704,2.704,0.0
N-99.8664682-20.3233236,TH570909,11.198,11.198,0.0
N-99.8675848-20.3233594,TH570909,4.029,0.0,4.029
N-99.8680674-20.3237137,TH570909,4.509,0.0,4.509
N-99.8687832-20.3236840,TH570909,10.006,0.0,10.006
N-99.8718548-20.3234712,TH570909,9.584,0.0,9.584
N-99.8723987-20.3232313,TH570909,4.516,0.0,4.516
N-99.8732778-20.3235979,TH570909,4.853,0.0,4.853
N-99.8738095-20.3233671,TH570909,4.741,0.0,4.741
N-99.8752016-20.3236284,TH570909,4.493,0.0,4.493
N-99.8759548-20.3234824,TH570909,4.483,0.0,4.483
N-99.8767079-20.3232799,TH570909,4.79,0.0,4.79
N-99.8770459-20.3231890,TH570909,4.2,0.0,4.2
N-99.8785298-20.3227900,TH570909,23.75,0.0,23.75
N-99.8816013-20.3234818,TH570909,13.94,0.0,13.94
N-99.8827688-20.3231686,TH570909,7.075,0.0,7.075
N-99.8835159-20.3235107,TH570909,7.213,0.0,7.213
N-99.8844501-20.3234400,TH570909,6.351,0.0,6.351
N-99.8851582-20.3234300,TH570909,5.581,0.0,5.581
N-99.8858851-20.3233654,TH570909,3.989,0.0,3.989
N-99.8866865-20.3233314,TH570909,3.374,0.0,3.374
N-99.8875697-20.3232171,TH570909,5.699,0.0,5.699
N-99.8959216-20.3228817,TH570909,11.263,0.0,11.263
N-99.8961979-20.3233219,TH570909,3.57,0.0,3.57
N-99.9101482-20.3215745,TH570909,2.044,0.0,2.044
N-99.9118401-20.3231049,TH570909,1.868,0.0,1.868
N-99.8543854-20.3222902,TH570909,4.481,3.827,0.655
N-99.8565039-20.3224277,TH570909,0.779,0.779,0.0
N-99.8575053-20.3213995,TH570909,4.447,4.447,0.0
N-99.8670215-20.3222080,TH570909,3.161,0.0,3.161
N-99.8671798-20.3226306,TH570909,3.932,0.0,3.932
N-99.8682578-20.3227488,TH570909,4.397,0.0,4.397
N-99.8690326-20.3220651,TH570909,5.374,0.0,5.374
N-99.8694889-20.3216626,TH570909,10.752,0.0,10.752
N-99.8716244-20.3226186,TH570909,8.159,0.0,8.159
N-99.8725476-20.3225220,TH570909,3.032,0.0,3.032
N-99.8735131-20.3224340,TH570909,3.543,0.0,3.543
N-99.8736056-20.3227093,TH570909,3.538,0.0,3.538
N-99.8748647-20.3225146,TH570909,4.388,0.0,4.388
N-99.8756298-20.3226584,TH570909,4.441,0.0,4.441
N-99.8767402-20.3224335,TH570909,9.031,0.0,9.031
N-99.8805995-20.3214329,TH570909,43.302,0.0,43.302
N-99.8827288-20.3222243,TH570909,5.6,0.0,5.6
N-99.8834680-20.3221230,TH570909,27.445,0.0,27.445
N-99.8854263-20.3230552,TH570909,4.767,0.0,4.767
N-99.8857453-20.3228691,TH570909,14.281,0.0,14.281
N-99.8867458-20.3227408,TH570909,9.206,0.0,9.206
N-99.8878214-20.3225899,TH570909,11.702,0.0,11.702
N-99.8902130-20.3223195,TH570909,3.079,0.0,3.079
N-99.8903791-20.3221624,TH570909,1.203,0.0,1.203
N-99.8904015-20.3221355,TH570909,2.269,0.0,2.269
N-99.8946288-20.3212040,TH570909,8.121,0.0,8.121
N-99.9095423-20.3208699,TH570909,3.135,0.0,3.135
N-99.9105970-20.3218168,TH570909,0.501,0.0,0.501
N-99.8546599-20.3215417,TH570909,1.446,0.744,0.703
N-99.8555721-20.3209200,TH570909,0.764,0.764,0.0
N-99.8566257-20.3213142,TH570909,0.781,0.0,0.781
N-99.8572495-20.3217675,TH570909,0.764,0.0,0.764
N-99.8576759-20.3208699,TH570909,4.397,2.321,2.077
N-99.8667962-20.3213855,TH570909,17.522,8.337,9.185
N-99.8668940-20.3217675,TH570909,6.825,0.0,6.825
N-99.8687819-20.3217620,TH570909,4.587,0.0,4.587
N-99.8698695-20.3212424,TH570909,10.429,0.0,10.429
N-99.8713233-20.3215042,TH570909,4.309,0.0,4.309
N-99.8713961-20.3217736,TH570909,4.29,0.0,4.29
N-99.8723933-20.3215712,TH570909,4.428,0.0,4.428
N-99.8732811-20.3217423,TH570909,3.731,0.0,3.731
N-99.8739376-20.3213046,TH570909,9.252,0.0,9.252
N-99.8753891-20.3215042,TH570909,18.775,0.0,18.775
N-99.8766596-20.3223881,TH570909,4.76,0.0,4.76
N-99.8781975-20.3216011,TH570909,23.604,0.0,23.604
N-99.8816160-20.3211902,TH570909,5.931,0.0,5.931
N-99.8824475-20.3217363,TH570909,6.057,0.0,6.057
N-99.8902355-20.3215924,TH570909,5.292,0.0,5.292
N-99.8904105-20.3220771,TH570909,1.134,0.0,1.134
N-99.8941568-20.3204696,TH570909,6.808,0.0,6.808
N-99.8944598-20.3209701,TH570909,2.812,0.0,2.812
N-99.9082588-20.3194203,TH570909,6.357,0.0,6.357
N-99.8541463-20.3200112,TH570909,25.545,24.197,1.347
N-99.8543943-20.3205234,TH570909,1.37,1.37,0.0
N-99.8549562-20.3207308,TH570909,1.515,0.753,0.762
N-99.8556429-20.3209013,TH570909,0.755,0.0,0.755
N-99.8563520-20.3206455,TH570909,1.762,0.994,0.768
N-99.8577118-20.3206500,TH570909,4.138,4.138,0.0
N-99.8592287-20.3181458,TH570909,12.14,8.328,3.812
N-99.8665602-20.3202763,TH570909,19.717,15.992,3.725
N-99.8686418-20.3211760,TH570909,4.958,0.0,4.958
N-99.8693399-20.3207263,TH570909,5.637,0.0,5.637
N-99.8709378-20.3208621,TH570909,5.136,0.0,5.136
N-99.8715659-20.3211437,TH570909,5.228,0.0,5.228
N-99.8726163-20.3202445,TH570909,10.445,0.0,10.445
N-99.8731215-20.3212569,TH570909,5.154,0.0,5.154
N-99.8770402-20.3204243,TH570909,4.863,0.0,4.863
N-99.8771797-20.3204469,TH570909,11.526,0.0,11.526
N-99.8795870-20.3199288,TH570909,18.673,0.0,18.673
N-99.8817686-20.3211543,TH570909,5.481,0.0,5.481
N-99.8822800-20.3209891,TH570909,23.552,0.0,23.552
N-99.8897238-20.3201294,TH570909,4.219,0.0,4.219
N-99.8899841-20.3208250,TH570909,5.04,0.0,5.04
N-99.8562520-20.3206784,TH570909,0.766,0.766,0.0
N-99.8568981-20.3204526,TH570909,1.182,1.182,0.0
N-99.8574284-20.3199733,TH570909,2.39,1.182,1.208
N-99.8576894-20.3204929,TH570909,2.547,1.379,1.168
N-99.8641471-20.3170919,TH570909,3.711,1.237,2.474
N-99.8644847-20.3172468,TH570909,6.308,6.308,0.0
N-99.8665039-20.3194890,TH570909,8.828,4.023,4.805
N-99.8693063-20.3206607,TH570909,9.691,0.0,9.691
N-99.8702655-20.3198406,TH570909,5.188,0.0,5.188
N-99.8706352-20.3203616,TH570909,5.283,0.0,5.283
N-99.8717758-20.3204668,TH570909,5.417,0.0,5.417
N-99.8730712-20.3201561,TH570909,6.065,0.0,6.065
N-99.8740027-20.3199750,TH570909,5.115,0.0,5.115
N-99.8750546-20.3197262,TH570909,9.678,0.0,9.678
N-99.8769839-20.3199049,TH570909,5.034,0.0,5.034
N-99.8769920-20.3200671,TH570909,5.885,0.0,5.885
N-99.8812238-20.3188997,TH570909,11.006,0.0,11.006
N-99.8840757-20.3180599,TH570909,11.697,0.0,11.697
N-99.8846564-20.3179492,TH570909,6.554,0.0,6.554
N-99.8853524-20.3178147,TH570909,2.556,0.0,2.556
N-99.8886826-20.3185182,TH570909,8.424,0.0,8.424
N-99.8892616-20.3194113,TH570909,7.243,0.0,7.243
N-99.8896161-20.3199319,TH570909,2.926,0.0,2.926
N-99.8932287-20.3188522,TH570909,7.801,0.0,7.801
N-99.8959538-20.3173933,TH570909,9.364,0.0,9.364
N-99.8959780-20.3173581,TH570909,8.645,0.0,8.645
N-99.9035061-20.3148831,TH570909,10.585,0.0,10.585
N-99.9082184-20.3192767,TH570909,4.752,0.0,4.752
N-99.9084473-20.3195011,TH570909,0.538,0.0,0.538
N-99.9092192-20.3200262,TH570909,0.529,0.0,0.529
N-99.8577425-20.3185145,TH570909,3.393,1.016,2.377
N-99.8580618-20.3185497,TH570909,1.213,0.0,1.213
N-99.8588068-20.3182086,TH570909,1.253,1.253,0.0
N-99.8634025-20.3168000,TH570909,2.494,1.235,1.259
N-99.8663805-20.3185382,TH570909,6.373,2.048,4.324
N-99.8695126-20.3186911,TH570909,8.627,0.0,8.627
N-99.8699616-20.3193714,TH570909,4.683,0.0,4.683
N-99.8706496-20.3189564,TH570909,5.034,0.0,5.034
N-99.8716042-20.3189385,TH570909,5.073,0.0,5.073
N-99.8723403-20.3191715,TH570909,5.15,0.0,5.15
N-99.8732749-20.3192668,TH570909,5.412,0.0,5.412
N-99.8740876-20.3191096,TH570909,5.136,0.0,5.136
N-99.8749373-20.3191024,TH570909,9.633,0.0,9.633
N-99.8761178-20.3190129,TH570909,12.999,0.0,12.999
N-99.8766687-20.3191100,TH570909,4.986,0.0,4.986
N-99.8779067-20.3188580,TH570909,16.09,0.0,16.09
N-99.8785320-20.3187745,TH570909,13.356,0.0,13.356
N-99.8792891-20.3186985,TH570909,14.941,0.0,14.941
N-99.8795993-20.3186535,TH570909,6.715,0.0,6.715
N-99.8817788-20.3187546,TH570909,10.873,0.0,10.873
N-99.8832992-20.3180310,TH570909,9.456,0.0,9.456
N-99.8854154-20.3178033,TH570909,2.606,0.0,2.606
N-99.8856300-20.3177555,TH570909,6.869,0.0,6.869
N-99.8577836-20.3182669,TH570909,3.408,2.191,1.217
N-99.8583266-20.3182714,TH570909,1.278,0.0,1.278
N-99.8612881-20.3166068,TH570909,4.294,2.413,1.881
N-99.8625883-20.3166472,TH570909,4.703,2.487,2.217
N-99.8647577-20.3172603,TH570909,3.192,1.878,1.314
N-99.8662169-20.3179874,TH570909,2.048,0.0,2.048
N-99.8687584-20.3177042,TH570909,2.301,0.0,2.301
N-99.8691176-20.3181690,TH570909,2.713,0.0,2.713
N-99.8702673-20.3181764,TH570909,7.252,0.0,7.252
